cliente_id,nome,email,telefone,estado,data_cadastro,valor_acumulado,atualizado_em,cadastro_valido
CLI-0344,Elisa Rocha,elisa.rocha344@empresa.com.br,98907614785,MA,2023-10-12,770.93,2024-02-21,True
CLI-0347,Ana Lima,,98951298499,SP,2023-08-05,322.35,2023-10-09,False
CLI-0348,Carla Souza,carla.souza348@empresa.com.br,98967192084,MA,2025-08-12,1028.57,2026-02-12,True
CLI-0349,Gabi Melo,,98908546721,RJ,2023-09-23,1369.3,2023-09-27,False
CLI-0350,Carla Souza,carla.souza350@empresa.com.br,98992394157,SP,2024-03-01,1590.99,2024-03-04,True
CLI-0352,Gabi Melo,..gabi.melo..352@gmail.com,98921682673,RJ,2024-04-05,1100.53,2024-10-01,True
CLI-0353,Diego Alves,,98925058143,SP,2025-08-05,1104.72,2025-09-30,False
CLI-0356,Bruno Costa,bruno.costa356@empresa.com.br,98932338447,,2024-10-22,2229.14,2024-11-03,False
CLI-0359,Carla Souza,carla.souza359@outlook.com,,MA,2023-12-12,2122.2,2024-03-08,False
CLI-0360,Gabi Melo,gabi.melo360@gmail.com,98966923942,SP,2024-06-19,796.97,2024-09-06,True
CLI-0361,Fabio Santos,fabio.santos361@outlook.com,,MA,2023-04-26,1244.89,2023-08-02,False
CLI-0363,Elisa Rocha,elisa.rocha363@gmail.com,98936259262,PA,2024-03-03,2362.63,2024-04-09,True
CLI-0365,Fabio Santos,fabio.santos365@outlook.com,98942876528,SP,2024-03-01,511.42,2024-01-26,True
CLI-0366,Carla Souza,carla.souza366@empresa.com.br,98955921159,MA,2025-12-12,1961.66,2026-05-21,True
CLI-0367,Bruno Costa,..bruno.costa..367@outlook.com,98999156030,MA,2023-07-01,133.97,2023-11-14,True
CLI-0368,Diego Alves,diego.alves368@outlook.com,98956944230,SP,2025-11-13,980.12,2026-03-12,True
CLI-0369,Gabi Melo,,98935082728,SP,2024-04-20,2120.68,2024-09-22,False
CLI-0371,Gabi Melo,gabi.melo371@empresa.com.br,98982213215,,2025-02-28,542.52,2025-03-02,False
CLI-0372,Ana Lima,ana.lima372@gmail.com,98979431834,PA,2025-08-05,187.54,2025-10-08,True
CLI-0374,Elisa Rocha,elisa.rocha374@outlook.com,,SP,2025-09-24,2029.56,2025-12-08,False
CLI-0375,Bruno Costa,bruno.costa375@empresa.com.br,98942381846,,2025-11-13,658.15,2025-11-20,False
CLI-0377,Gabi Melo,,98912520355,PA,2025-10-22,1505.64,2025-12-01,False
CLI-0378,Elisa Rocha,elisa.rocha378@gmail.com,98929220840,MA,2024-12-08,811.77,2025-01-20,True
CLI-0380,Diego Alves,diego.alves380@outlook.com,98990261739,PA,2023-05-05,2427.85,2023-08-01,True
CLI-0381,Bruno Costa,bruno.costa381@outlook.com,98954049121,SP,2024-01-16,705.97,2024-06-24,True
CLI-0383,Ana Lima,..ana.lima..383@gmail.com,98986181165,MA,2025-11-28,49.19,2026-01-05,True
CLI-0385,Gabi Melo,gabi.melo385@gmail.com,98916931765,MA,2024-12-30,2234.31,2025-05-26,True
CLI-0387,Fabio Santos,fabio.santos387@gmail.com,98931269383,RJ,2024-04-29,1865.05,2024-08-22,True
CLI-0388,Carla Souza,carla.souza388@gmail.com,98933356936,RJ,2023-04-19,271.51,2023-09-02,True
CLI-0389,Ana Lima,..ana.lima..389@empresa.com.br,98936345694,RJ,2024-01-12,2005.41,2024-05-23,True
CLI-0391,Gabi Melo,gabi.melo391@gmail.com,98997457664,RJ,2025-04-16,279.27,2025-06-08,True
CLI-0395,Ana Lima,..ana.lima..395@empresa.com.br,,MA,2024-10-18,145.39,2024-12-14,False
CLI-0396,Elisa Rocha,elisa.rocha396@empresa.com.br,98941988092,MA,2025-04-28,540.98,2025-07-29,True
CLI-0397,Gabi Melo,gabi.melo397@gmail.com,98985871745,RJ,2025-01-26,1684.42,2025-05-09,True
CLI-0398,Fabio Santos,fabio.santos398@outlook.com,98902550083,,2024-01-23,316.16,2024-03-13,False
CLI-0400,Ana Lima,..ana.lima..400@outlook.com,98927852496,RJ,2024-10-28,2005.99,2024-12-01,True
CLI-0401,Elisa Rocha,..elisa.rocha..401@outlook.com,98918035267,RJ,2024-12-01,1891.16,2025-03-01,True
CLI-0402,Gabi Melo,,98996819334,PA,2024-06-15,332.27,2024-06-26,False
CLI-0403,Elisa Rocha,elisa.rocha403@gmail.com,98948010945,MA,2023-07-07,2097.2,2023-10-03,True
CLI-0404,Fabio Santos,fabio.santos404@empresa.com.br,98933414504,SP,2023-12-29,2132.52,2024-02-28,True
CLI-0406,Fabio Santos,fabio.santos406@gmail.com,98902523377,PA,2024-07-24,1579.43,2024-12-13,True
CLI-0407,Elisa Rocha,elisa.rocha407@gmail.com,98932118574,MA,2024-04-11,77.29,2024-07-09,True
CLI-0410,Bruno Costa,..bruno.costa..410@gmail.com,98991162003,PA,2023-07-08,1334.23,2023-09-29,True
CLI-0412,Bruno Costa,bruno.costa412@empresa.com.br,98953410766,SP,2025-08-13,1262.52,2026-01-22,True
CLI-0413,Ana Lima,ana.lima413@outlook.com,98912975350,,2025-06-29,1323.51,2025-08-06,False
CLI-0414,Carla Souza,carla.souza414@outlook.com,98926818252,RJ,2025-12-26,1557.68,2026-04-08,True
CLI-0416,Ana Lima,ana.lima416@gmail.com,98922979213,SP,2024-09-07,790.66,2024-11-18,True
CLI-0417,Carla Souza,carla.souza417@gmail.com,98970112379,SP,2024-03-27,1477.11,2024-09-15,True
CLI-0418,Bruno Costa,,98910198017,RJ,2025-06-16,388.18,2025-09-22,False
CLI-0420,Bruno Costa,bruno.costa420@outlook.com,98953278913,,2025-10-24,1600.36,2025-10-27,False
CLI-0421,Carla Souza,carla.souza421@gmail.com,98965077258,PA,2025-05-01,2176.32,2025-10-28,True
CLI-0422,Ana Lima,ana.lima422@empresa.com.br,98949650643,SP,2025-01-27,549.17,2025-04-04,True
CLI-0424,Bruno Costa,..bruno.costa..424@outlook.com,98905803335,MA,2023-06-19,779.26,2023-07-04,True
CLI-0426,Fabio Santos,fabio.santos426@outlook.com,98909248956,RJ,2024-08-09,2391.95,2024-12-14,True
CLI-0427,Fabio Santos,fabio.santos427@empresa.com.br,,RJ,2023-07-09,1626.05,2023-10-13,False
CLI-0430,Gabi Melo,gabi.melo430@gmail.com,98915026202,PA,2024-05-17,668.95,2024-07-07,True
CLI-0431,Gabi Melo,..gabi.melo..431@outlook.com,98962634633,,2023-08-14,2034.61,2023-10-15,False
CLI-0432,Ana Lima,ana.lima432@outlook.com,98923514155,PA,2023-07-31,1474.07,2023-09-24,True
CLI-0433,Fabio Santos,fabio.santos433@gmail.com,98934212936,,2025-07-30,916.75,2026-01-01,False
CLI-0436,Fabio Santos,fabio.santos436@outlook.com,98922878762,PA,2025-10-24,653.71,2026-02-22,True
CLI-0437,Bruno Costa,bruno.costa437@gmail.com,98998407034,MA,2023-12-02,333.38,2024-01-09,True
CLI-0438,Elisa Rocha,elisa.rocha438@outlook.com,98917247741,RJ,2025-12-10,685.4,2026-03-23,True
CLI-0440,Elisa Rocha,,98931704588,,2024-06-30,2020.45,2024-06-30,False
CLI-0441,Bruno Costa,bruno.costa441@empresa.com.br,98991518356,MA,2023-06-03,2004.76,2023-11-15,True
CLI-0443,Bruno Costa,bruno.costa443@outlook.com,98907592575,MA,2023-11-09,1460.64,2023-11-22,True
CLI-0444,Gabi Melo,gabi.melo444@outlook.com,98902435942,SP,2025-04-24,1292.92,2025-10-12,True
CLI-0445,Carla Souza,..carla.souza..445@empresa.com.br,98935663772,SP,2025-02-07,859.33,2025-10-14,True
CLI-0447,Gabi Melo,gabi.melo447@gmail.com,98985927886,MA,2023-09-28,2374.63,2024-03-05,True
CLI-0448,Gabi Melo,gabi.melo448@gmail.com,98918175116,RJ,2023-05-06,1295.56,2023-08-20,True
CLI-0451,Carla Souza,..carla.souza..451@outlook.com,98997532656,MA,2025-04-13,1730.03,2025-08-29,True
CLI-0452,Elisa Rocha,elisa.rocha452@outlook.com,98910775876,PA,2023-06-18,1190.84,2023-08-08,True
CLI-0454,Elisa Rocha,,98984332202,RJ,2025-09-05,420.43,2025-10-09,False
CLI-0457,Elisa Rocha,,98950011675,RJ,2025-10-10,1127.84,2026-02-18,False
CLI-0458,Ana Lima,ana.lima458@outlook.com,98982494465,PA,2024-02-13,809.66,2024-06-23,True
CLI-0459,Diego Alves,,98928152504,RJ,2023-02-14,428.06,2023-07-03,False
CLI-0462,Carla Souza,carla.souza462@gmail.com,98935928615,MA,2025-11-19,587.29,2025-12-18,True
CLI-0464,Carla Souza,carla.souza464@outlook.com,98950626839,SP,2024-10-08,571.32,2025-01-15,True
CLI-0467,Gabi Melo,..gabi.melo..467@gmail.com,98981713985,RJ,2023-07-16,535.83,2023-08-21,True
CLI-0468,Bruno Costa,bruno.costa468@outlook.com,98934637564,MA,2025-06-28,2588.56,2025-07-13,True
CLI-0469,Carla Souza,carla.souza469@empresa.com.br,98977186322,RJ,2024-05-16,690.81,2024-08-15,True
CLI-0470,Fabio Santos,fabio.santos470@outlook.com,98945729374,,2024-04-10,1065.25,2025-01-16,False
CLI-0471,Bruno Costa,..bruno.costa..471@empresa.com.br,98923225907,SP,2024-08-01,2287.29,2025-01-19,True
CLI-0474,Bruno Costa,,98977957196,RJ,2024-09-12,1515.52,2025-01-12,False
CLI-0475,Fabio Santos,fabio.santos475@empresa.com.br,,MA,2023-09-08,2212.77,2023-10-17,False
CLI-0478,Gabi Melo,,,SP,2023-04-29,1589.89,2023-06-05,False
CLI-0479,Carla Souza,,98913226089,SP,2023-01-02,115.43,2023-02-26,False
CLI-0481,Bruno Costa,bruno.costa481@outlook.com,98991755343,SP,2025-03-09,2354.51,2026-02-04,True
CLI-0482,Elisa Rocha,..elisa.rocha..482@outlook.com,,SP,2023-07-29,1341.73,2023-11-16,False
CLI-0483,Bruno Costa,bruno.costa483@outlook.com,98920188762,SP,2025-03-03,2226.07,2025-04-18,True
CLI-0484,Elisa Rocha,elisa.rocha484@outlook.com,98953509113,MA,2025-12-22,311.76,2026-04-16,True
CLI-0485,Carla Souza,carla.souza485@outlook.com,98968967821,,2023-10-18,2356.39,2024-02-25,False
CLI-0486,Carla Souza,carla.souza486@outlook.com,98901219127,MA,2025-12-04,2576.46,2025-09-25,True
CLI-0487,Diego Alves,diego.alves487@outlook.com,98904534112,MA,2025-01-12,713.08,2026-05-17,True
CLI-0488,Diego Alves,diego.alves488@outlook.com,98913243107,RJ,2025-01-30,197.23,2025-02-08,True
CLI-0489,Fabio Santos,fabio.santos489@gmail.com,98962383974,,2024-03-27,1791.25,2024-07-24,False
CLI-0491,Carla Souza,carla.souza491@outlook.com,98905983635,RJ,2025-04-19,2277.77,2025-08-08,True
CLI-0492,Elisa Rocha,elisa.rocha492@gmail.com,98956778672,SP,2024-11-19,2105.56,2025-04-14,True
CLI-0493,Ana Lima,ana.lima493@gmail.com,98933502322,,2024-05-21,1334.76,2024-10-28,False
CLI-0494,Gabi Melo,..gabi.melo..494@empresa.com.br,98918193831,RJ,2024-06-12,2181.72,2025-03-17,True
CLI-0495,Bruno Costa,bruno.costa495@empresa.com.br,98914585257,SP,2024-09-17,2223.24,2024-11-21,True
CLI-0496,Fabio Santos,,98931631815,PA,2024-04-11,1796.07,2024-10-05,False
CLI-0497,Gabi Melo,gabi.melo497@outlook.com,98910034436,PA,2023-06-14,1454.46,2023-11-02,True
CLI-0501,Gabi Melo,gabi.melo501@empresa.com.br,98925584268,RJ,2024-05-20,1196.59,2024-09-23,True
CLI-0502,Gabi Melo,gabi.melo502@empresa.com.br,98943700833,PA,2023-11-16,2233.62,2024-04-13,True
CLI-0503,Diego Alves,diego.alves503@empresa.com.br,98919463638,,2024-11-10,1727.7,2025-03-23,False
CLI-0504,Elisa Rocha,elisa.rocha504@outlook.com,98945863053,MA,2025-07-31,750.99,2025-11-06,True
CLI-0505,Fabio Santos,fabio.santos505@gmail.com,98982208202,RJ,2023-09-13,1822.48,2024-02-22,True
CLI-0508,Elisa Rocha,elisa.rocha508@empresa.com.br,98996311176,MA,2025-03-06,1628.27,2025-06-11,True
CLI-0510,Carla Souza,..carla.souza..510@empresa.com.br,98971608724,MA,2023-11-28,1871.92,2023-12-09,True
CLI-0511,Bruno Costa,bruno.costa511@outlook.com,98943713947,MA,2025-03-17,1351.23,2025-04-02,True
CLI-0513,Carla Souza,carla.souza513@outlook.com,98913808951,MA,2023-10-08,2276.34,2023-12-21,True
CLI-0516,Carla Souza,,98903446083,RJ,2023-09-28,722.0,2023-12-27,False
CLI-0518,Diego Alves,..diego.alves..518@gmail.com,98929598192,RJ,2023-11-10,2398.98,2023-11-21,True
CLI-0519,Carla Souza,carla.souza519@empresa.com.br,98900677461,PA,2025-01-21,75.88,2025-07-12,True
CLI-0521,Elisa Rocha,elisa.rocha521@gmail.com,98962115537,MA,2023-03-22,2035.99,2023-06-11,True
CLI-0522,Carla Souza,carla.souza522@outlook.com,98967077676,,2024-01-15,2191.95,2024-02-21,False
CLI-0523,Diego Alves,,98912147791,MA,2025-08-23,1105.54,2025-12-26,False
CLI-0525,Bruno Costa,bruno.costa525@empresa.com.br,98965144337,MA,2025-12-07,408.93,2026-04-15,True
CLI-0526,Bruno Costa,bruno.costa526@outlook.com,98953753471,PA,2025-04-10,767.05,2026-01-21,True
CLI-0528,Ana Lima,ana.lima528@outlook.com,98985273034,SP,2025-07-26,1397.12,2026-01-13,True
CLI-0530,Diego Alves,diego.alves530@outlook.com,98968915366,RJ,2024-07-13,336.8,2025-01-06,True
CLI-0531,Bruno Costa,bruno.costa531@empresa.com.br,98987683353,MA,2023-02-03,2547.19,2023-05-18,True
CLI-0533,Elisa Rocha,elisa.rocha533@empresa.com.br,,SP,2025-08-18,1452.33,2025-11-03,False
CLI-0535,Diego Alves,diego.alves535@outlook.com,98994642629,SP,2024-07-23,326.46,2024-11-07,True
CLI-0537,Carla Souza,carla.souza537@empresa.com.br,98956169129,MA,2025-12-08,46.07,2026-02-02,True
CLI-0538,Ana Lima,ana.lima538@gmail.com,98971462955,RJ,2025-05-12,2227.06,2025-06-09,True
CLI-0539,Ana Lima,ana.lima539@gmail.com,98923565062,RJ,2023-09-17,1056.57,2023-10-13,True
CLI-0540,Gabi Melo,gabi.melo540@outlook.com,98902896831,MA,2025-11-23,1712.51,2026-03-31,True
CLI-0541,Diego Alves,diego.alves541@gmail.com,98982951597,RJ,2025-04-13,924.3,2025-04-25,True
CLI-0542,Ana Lima,ana.lima542@empresa.com.br,98962394232,PA,2024-07-12,2514.73,2025-01-28,True
CLI-0543,Gabi Melo,..gabi.melo..543@outlook.com,98925922429,PA,2023-06-10,236.48,2024-01-05,True
CLI-0544,Bruno Costa,,98964007855,RJ,2025-12-07,1754.61,2025-12-29,False
CLI-0545,Ana Lima,..ana.lima..545@gmail.com,98946673188,PA,2025-07-23,1183.7,2025-10-23,True
CLI-0546,Carla Souza,..carla.souza..546@empresa.com.br,98992812977,PA,2025-06-25,1716.2,2025-11-30,True
CLI-0547,Diego Alves,,98955481066,RJ,2024-06-04,189.23,2024-09-08,False
CLI-0548,Carla Souza,carla.souza548@gmail.com,98951383294,SP,2024-03-15,1732.68,2024-06-30,True
CLI-0549,Ana Lima,ana.lima549@outlook.com,98925090633,MA,2024-08-14,1847.86,2024-09-29,True
CLI-0550,Gabi Melo,gabi.melo550@empresa.com.br,98930976477,PA,2025-04-20,1063.78,2025-10-02,True
CLI-0552,Diego Alves,diego.alves552@outlook.com,98917697736,MA,2025-03-05,1253.98,2025-07-21,True
CLI-0553,Ana Lima,,98954985560,RJ,2025-08-28,1680.65,2025-09-01,False
CLI-0554,Elisa Rocha,elisa.rocha554@gmail.com,98930050438,PA,2024-12-30,277.35,2025-01-14,True
CLI-0555,Gabi Melo,..gabi.melo..555@gmail.com,98900754473,MA,2024-11-05,2200.16,2025-04-16,True
CLI-0556,Fabio Santos,..fabio.santos..556@gmail.com,98989858491,PA,2024-08-25,625.57,2025-01-16,True
CLI-0558,Bruno Costa,bruno.costa558@outlook.com,98935241480,PA,2024-12-18,1225.2,2025-03-14,True
CLI-0559,Gabi Melo,..gabi.melo..559@empresa.com.br,98982821205,MA,2023-05-28,2036.76,2023-09-04,True
CLI-0566,Bruno Costa,bruno.costa566@outlook.com,98971622415,PA,2024-05-14,1084.64,2024-05-21,True
CLI-0567,Ana Lima,ana.lima567@outlook.com,98960662244,MA,2025-10-25,1866.27,2025-11-29,True
CLI-0568,Fabio Santos,fabio.santos568@gmail.com,98985792968,PA,2025-06-23,992.37,2025-09-04,True
CLI-0572,Fabio Santos,fabio.santos572@empresa.com.br,98904782844,RJ,2023-09-20,1096.02,2024-03-11,True
CLI-0573,Fabio Santos,..fabio.santos..573@outlook.com,98912506186,RJ,2025-11-24,599.68,2026-04-14,True
CLI-0575,Gabi Melo,gabi.melo575@empresa.com.br,98954854213,MA,2025-04-02,359.01,2025-03-31,True
CLI-0576,Gabi Melo,gabi.melo576@outlook.com,98905792051,RJ,2024-06-03,1842.81,2024-06-15,True
CLI-0577,Diego Alves,diego.alves577@empresa.com.br,98940068538,RJ,2023-01-05,1153.63,2023-06-02,True
CLI-0578,Gabi Melo,gabi.melo578@gmail.com,98985530672,PA,2025-06-26,1643.06,2025-09-19,True
CLI-0579,Gabi Melo,gabi.melo579@empresa.com.br,98934433687,PA,2024-02-05,1336.24,2024-07-31,True
CLI-0580,Elisa Rocha,elisa.rocha580@outlook.com,98910449845,SP,2025-04-15,2484.96,2025-06-22,True
CLI-0581,Fabio Santos,,98917771884,MA,2024-11-29,2219.87,2025-02-28,False
CLI-0583,Elisa Rocha,..elisa.rocha..583@gmail.com,98914820484,RJ,2025-04-11,2341.83,2025-07-28,True
CLI-0585,Carla Souza,carla.souza585@empresa.com.br,98912581586,MA,2023-09-03,2036.46,2023-08-21,True
CLI-0586,Fabio Santos,fabio.santos586@outlook.com,98911452838,PA,2025-02-19,2090.9,2025-06-04,True
CLI-0588,Fabio Santos,fabio.santos588@outlook.com,98950414908,,2024-09-06,1368.31,2024-09-19,False
CLI-0589,Fabio Santos,fabio.santos589@outlook.com,98923036115,MA,2024-08-08,1154.27,2024-11-13,True
CLI-0590,Ana Lima,..ana.lima..590@gmail.com,98994219839,RJ,2025-05-09,1647.57,2026-01-01,True
CLI-0592,Diego Alves,diego.alves592@empresa.com.br,98945845943,MA,2024-10-21,1460.33,2024-12-23,True
CLI-0593,Carla Souza,carla.souza593@gmail.com,98999488514,RJ,2025-07-13,803.57,2025-11-25,True
CLI-0594,Gabi Melo,..gabi.melo..594@outlook.com,98909794855,MA,2025-05-18,632.65,2025-09-03,True
CLI-0596,Gabi Melo,gabi.melo596@outlook.com,98937828717,SP,2023-12-22,1532.58,2024-01-23,True
CLI-0597,Carla Souza,,98911870345,MA,2024-01-09,191.17,2024-11-13,False
CLI-0598,Carla Souza,carla.souza598@empresa.com.br,98911491604,SP,2024-04-15,949.9,2024-08-02,True
CLI-0599,Diego Alves,diego.alves599@gmail.com,98953639113,PA,2024-04-29,2237.76,2024-10-03,True
CLI-0600,Gabi Melo,gabi.melo600@empresa.com.br,98948850035,PA,2024-03-17,462.32,2024-07-29,True
CLI-0601,Bruno Costa,bruno.costa601@gmail.com,98987262915,,2024-05-28,182.07,2024-08-04,False
CLI-0602,Carla Souza,carla.souza602@outlook.com,98921727858,PA,2025-09-04,2316.11,2025-07-19,True
CLI-0603,Fabio Santos,fabio.santos603@outlook.com,98956357555,MA,2024-10-04,1408.02,2025-03-03,True
CLI-0605,Gabi Melo,..gabi.melo..605@outlook.com,98983481441,RJ,2023-12-06,2001.25,2023-09-11,True
CLI-0606,Fabio Santos,fabio.santos606@empresa.com.br,98900579060,MA,2025-05-22,1879.48,2025-07-13,True
CLI-0607,Carla Souza,carla.souza607@empresa.com.br,98948100022,,2024-10-11,1575.22,2025-02-02,False
CLI-0608,Ana Lima,ana.lima608@outlook.com,98943546092,SP,2024-08-10,2458.17,2024-10-10,True
CLI-0611,Carla Souza,..carla.souza..611@empresa.com.br,98949117542,RJ,2023-04-15,2187.16,2023-07-31,True
CLI-0612,Carla Souza,carla.souza612@gmail.com,98908846421,MA,2024-03-20,1004.98,2024-08-21,True
CLI-0613,Elisa Rocha,elisa.rocha613@outlook.com,98939337031,RJ,2024-05-23,1096.99,2024-08-10,True
CLI-0614,Gabi Melo,gabi.melo614@outlook.com,98920535260,RJ,2023-07-12,273.03,2023-11-11,True
CLI-0615,Gabi Melo,gabi.melo615@outlook.com,98919809499,RJ,2024-08-16,1988.07,2024-12-16,True
CLI-0616,Gabi Melo,gabi.melo616@outlook.com,98995105926,RJ,2025-04-03,1392.25,2025-07-04,True
CLI-0617,Elisa Rocha,..elisa.rocha..617@outlook.com,98951630269,PA,2025-09-13,2366.81,2026-01-28,True
CLI-0618,Gabi Melo,..gabi.melo..618@outlook.com,98922059493,MA,2023-10-02,53.86,2024-01-24,True
CLI-0619,Carla Souza,carla.souza619@empresa.com.br,98953059486,,2024-08-16,628.84,2025-01-27,False
CLI-0621,Carla Souza,carla.souza621@empresa.com.br,98970801085,PA,2024-12-14,2289.38,2025-04-20,True
CLI-0622,Elisa Rocha,elisa.rocha622@empresa.com.br,98900358706,MA,2024-05-01,202.45,2024-06-02,True
CLI-0624,Fabio Santos,fabio.santos624@gmail.com,98980373759,PA,2025-08-17,1054.77,2026-01-07,True
CLI-0626,Diego Alves,diego.alves626@outlook.com,98985460144,MA,2024-07-12,2029.28,2025-03-10,True
CLI-0627,Carla Souza,carla.souza627@gmail.com,98997051413,MA,2025-03-20,2425.2,2025-06-30,True
CLI-0629,Gabi Melo,gabi.melo629@gmail.com,98996051860,,2023-03-14,690.83,2023-05-04,False
CLI-0630,Fabio Santos,..fabio.santos..630@empresa.com.br,98995246190,MA,2025-12-22,406.31,2026-02-06,True
CLI-0631,Carla Souza,carla.souza631@outlook.com,98917903949,SP,2025-10-05,1228.11,2025-10-22,True
CLI-0633,Gabi Melo,,,SP,2024-04-17,606.98,2024-05-14,False
CLI-0635,Ana Lima,ana.lima635@gmail.com,98903634160,MA,2024-09-20,1641.77,2025-02-11,True
CLI-0637,Fabio Santos,,98906494630,SP,2023-11-09,1845.3,2024-01-06,False
CLI-0642,Elisa Rocha,elisa.rocha642@empresa.com.br,98953015179,SP,2025-01-20,1407.21,2025-07-08,True
CLI-0643,Gabi Melo,..gabi.melo..643@outlook.com,98930496737,MA,2023-11-25,1119.58,2024-01-21,True
CLI-0644,Gabi Melo,gabi.melo644@gmail.com,98948820006,PA,2025-10-12,1016.44,2026-02-14,True
CLI-0647,Diego Alves,,98994364888,RJ,2025-02-22,526.87,2025-04-21,False
CLI-0648,Carla Souza,carla.souza648@outlook.com,98988036225,PA,2024-05-11,370.26,2024-08-02,True
CLI-0650,Carla Souza,carla.souza650@outlook.com,98949641356,SP,2023-12-03,980.23,2024-05-02,True
CLI-0652,Diego Alves,..diego.alves..652@gmail.com,,PA,2025-01-16,1599.09,2025-06-02,False
CLI-0654,Ana Lima,ana.lima654@gmail.com,98901236447,PA,2025-06-21,1684.43,2025-11-26,True
CLI-0655,Diego Alves,diego.alves655@outlook.com,98962388475,PA,2024-02-04,583.51,2024-06-29,True
CLI-0658,Diego Alves,diego.alves658@empresa.com.br,98998330756,PA,2025-12-14,753.81,2026-04-09,True
CLI-0660,Carla Souza,carla.souza660@outlook.com,98958713117,PA,2025-08-02,310.33,2025-11-27,True
CLI-0662,Elisa Rocha,elisa.rocha662@empresa.com.br,98951684297,SP,2023-02-08,1702.98,2024-01-27,True
CLI-0665,Gabi Melo,gabi.melo665@outlook.com,98900632275,MA,2024-08-02,1610.78,2024-04-16,True
CLI-0666,Elisa Rocha,elisa.rocha666@outlook.com,98954248767,MA,2024-05-02,1135.12,2024-10-16,True
CLI-0667,Gabi Melo,gabi.melo667@gmail.com,98999181566,MA,2025-04-06,1281.87,2025-08-05,True
CLI-0670,Elisa Rocha,elisa.rocha670@gmail.com,98907708334,SP,2024-01-31,1877.96,2024-06-06,True
CLI-0671,Carla Souza,carla.souza671@empresa.com.br,,MA,2025-12-28,229.55,2026-04-09,False
CLI-0673,Carla Souza,carla.souza673@outlook.com,98952229887,MA,2023-12-31,617.44,2024-05-22,True
CLI-0675,Bruno Costa,bruno.costa675@outlook.com,98922965276,,2024-03-10,2410.02,2025-02-12,False
CLI-0676,Carla Souza,carla.souza676@gmail.com,98937037350,MA,2025-12-14,313.28,2026-02-18,True
CLI-0678,Elisa Rocha,..elisa.rocha..678@empresa.com.br,98976542142,,2024-07-20,425.16,2024-08-30,False
CLI-0679,Fabio Santos,fabio.santos679@gmail.com,98941096564,,2025-10-06,1626.64,2025-11-04,False
CLI-0680,Diego Alves,diego.alves680@empresa.com.br,98988731132,SP,2025-05-05,1161.09,2025-07-24,True
CLI-0681,Carla Souza,carla.souza681@outlook.com,98913822016,MA,2024-08-10,2418.87,2024-12-02,True
CLI-0682,Fabio Santos,fabio.santos682@gmail.com,98940797784,PA,2024-05-11,1608.64,2025-02-08,True
CLI-0683,Bruno Costa,bruno.costa683@gmail.com,98901607282,PA,2025-05-28,1230.44,2025-07-02,True
CLI-0685,Carla Souza,..carla.souza..685@gmail.com,98953892107,PA,2023-11-13,1405.75,2023-12-27,True
CLI-0686,Bruno Costa,bruno.costa686@gmail.com,98951540865,MA,2023-12-21,1311.55,2024-01-25,True
CLI-0687,Ana Lima,ana.lima687@empresa.com.br,98967678864,SP,2025-05-11,1924.52,2025-11-25,True
CLI-0688,Diego Alves,diego.alves688@empresa.com.br,98934833528,RJ,2025-04-05,926.26,2025-05-03,True
CLI-0689,Carla Souza,..carla.souza..689@gmail.com,98943332331,SP,2025-08-14,2517.63,2025-12-20,True
CLI-0690,Bruno Costa,bruno.costa690@gmail.com,98939259217,,2025-03-10,482.2,2025-04-08,False
CLI-0691,Gabi Melo,gabi.melo691@outlook.com,98918240749,,2025-07-27,2072.47,2025-12-24,False
CLI-0692,Carla Souza,carla.souza692@empresa.com.br,98954330169,RJ,2024-03-30,2257.76,2024-06-18,True
CLI-0693,Fabio Santos,..fabio.santos..693@empresa.com.br,98966494618,MA,2024-04-07,1336.99,2024-10-16,True
CLI-0694,Ana Lima,,98914470457,SP,2025-05-02,1518.58,2025-05-08,False
CLI-0695,Elisa Rocha,,98929022823,RJ,2024-12-19,2378.02,2025-01-02,False
CLI-0696,Bruno Costa,bruno.costa696@gmail.com,98962570362,PA,2025-04-02,167.99,2025-05-16,True
CLI-0697,Carla Souza,,98984710946,MA,2025-05-29,1250.65,2025-06-16,False
CLI-0698,Bruno Costa,bruno.costa698@gmail.com,98924118658,MA,2025-09-20,1516.31,2026-01-10,True
CLI-0699,Diego Alves,..diego.alves..699@outlook.com,98997286205,PA,2023-04-26,322.88,2023-07-20,True
CLI-0700,Elisa Rocha,elisa.rocha700@outlook.com,98936756462,RJ,2025-03-17,357.83,2025-08-09,True
CLI-0702,Elisa Rocha,elisa.rocha702@outlook.com,98999713019,MA,2024-12-17,608.3,2025-02-04,True
CLI-0703,Diego Alves,..diego.alves..703@outlook.com,98961083317,SP,2025-03-22,1783.85,2025-05-14,True
CLI-0706,Diego Alves,diego.alves706@outlook.com,98924049088,RJ,2025-06-17,2581.27,2025-09-13,True
CLI-0707,Carla Souza,carla.souza707@gmail.com,98962193003,RJ,2025-09-24,1642.56,2026-02-14,True
CLI-0708,Fabio Santos,fabio.santos708@outlook.com,98983845348,SP,2024-06-11,347.0,2024-07-07,True
CLI-0709,Gabi Melo,gabi.melo709@gmail.com,98914893224,PA,2025-04-10,2336.16,2025-10-30,True
CLI-0711,Carla Souza,carla.souza711@gmail.com,98943007644,SP,2023-06-19,543.03,2023-07-01,True
