cliente_id,nome,email,telefone,estado,data_cadastro,valor_acumulado,atualizado_em
CLI-0662,Elisa Rocha,elisa.rocha662@empresa.com.br,+55 98951684297,SP,2023-08-02,1702.98,2024-01-27
CLI-0600,Gabi Melo,gabi.melo600@empresa.com.br,98948850035,pa,17/03/2024,462.32,2024-07-29
CLI-0647,Diego Alves,diego.alves647gmail.com,98994364888,rj,2025-02-22,"R$ 526,87",2025-04-21
CLI-0648,Ana Lima,ana.lima648@empresa.com.br,(98) 94713-5091,Maranhao,27/03/2023,"R$ 1.884,65",2023-07-10
CLI-0452,Elisa Rocha,elisa.rocha452@outlook.com,+55 98910775876,PA,18/06/2023,1190.84,2023-08-08
CLI-0335,Fabio Santos,fabio.santos335@gmail.com,98952605972,PA,2024-12-20,300.00,2025-06-18
CLI-0689,  CARLA SOUZA  ,..carla.souza..689@gmail.com,+55 98943332331,sp,14/08/2025,2517.63,2025-12-20
CLI-0483,Bruno Costa,bruno.costa483@empresa.com.br,+55 98900549484,sp,28/10/2023,"R$ 2.296,06",2024-03-13
CLI-0458,Ana Lima,ana.lima458@gmail.com,+55 98955462615,rj,2023-09-03,"R$ 1.636,41",2024-02-06
CLI-0457,Gabi Melo,gabi.melo457@gmail.com,98965844435,,2024-04-19,"R$ 2.035,88",2024-09-03
CLI-0539,Ana Lima,ana.lima539@gmail.com,(98) 92356-5062,RJ,17/09/2023,1056.57,2023-10-13
CLI-0285,Carla Souza,carla.souza285@empresa.com.br,(98) 92258-3114,SP,25/12/2024,"R$ 1.378,65",2025-02-20
CLI-0136,  DIEGO ALVES  ,..diego.alves..136@outlook.com,+55 98970930822,sp,14/06/2025,1530.76,2025-09-02
CLI-0580,Elisa Rocha,elisa.rocha580@outlook.com,+55 98910449845,SP,15/04/2025,"R$ 2.484,96",2025-06-22
CLI-0081,Bruno Costa,bruno.costa81@outlook.com,(98) 96115-0359,Maranhao,2023-10-16,484.71,2024-01-15
CLI-0487,Gabi Melo,gabi.melo487empresa.com.br,98909288670,PA,2023-09-26,"R$ 1.049,44",2024-01-14
CLI-0146,Elisa Rocha,elisa.rocha146@gmail.com,(98) 95960-3785,ma,17/08/2025,2241.57,2026-01-12
CLI-0378,Elisa Rocha,elisa.rocha378@gmail.com,98929220840,MA,08/12/2024,"R$ 811,77",2025-01-20
CLI-0041,  BRUNO COSTA  ,..bruno.costa..41gmail.com,98912425782,ma,2025-07-31,"R$ 1.444,91",2025-10-03
CLI-0482,  ELISA ROCHA  ,..elisa.rocha..482@outlook.com,,sp,29/07/2023,1341.73,2023-11-16
CLI-0387,Fabio Santos,fabio.santos387@gmail.com,(98) 93126-9383,rj,2024-04-29,"R$ 1.865,05",2024-08-22
CLI-0053,Carla Souza,carla.souza53@empresa.com.br,98924816160,ma,29/10/2025,"R$ 811,86",2026-03-05
CLI-0503,Diego Alves,diego.alves503@empresa.com.br,+55 98919463638,,10/11/2024,"R$ 1.727,70",2025-03-23
CLI-0471,Carla Souza,carla.souza471@empresa.com.br,(98) 98440-2784,,2024-06-26,"R$ 905,59",2024-11-04
CLI-0048,Ana Lima,ana.lima48@outlook.com,+55 98952459321,PA,2023-05-23,1220.70,2023-07-10
CLI-0703,  DIEGO ALVES  ,..diego.alves..703@outlook.com,+55 98961083317,SP,2025-03-22,1783.85,2025-05-14
CLI-0708,Fabio Santos,fabio.santos708@outlook.com,98983845348,sp,11/06/2024,"R$ 347,00",2024-07-07
CLI-0339,Ana Lima,ana.lima339@empresa.com.br,+55 98975222332,SP,2024-04-04,"R$ 1.763,81",2024-05-13
CLI-0015,Carla Souza,carla.souza15@gmail.com,(98) 98742-2064,rj,19/10/2025,825.94,2025-11-26
CLI-0671,Fabio Santos,fabio.santos671@outlook.com,+55 98946944167,Maranhao,20/06/2023,2055.86,2023-10-15
CLI-0051,Carla Souza,carla.souza51gmail.com,+55 98919236234,sp,2024-09-06,"R$ 2.171,64",2024-12-12
CLI-0402,Gabi Melo,gabi.melo402empresa.com.br,+55 98996819334,pa,2024-06-15,332.27,2024-06-26
CLI-0675,Bruno Costa,bruno.costa675@outlook.com,+55 98922965276,,2024-10-03,"R$ 2.410,02",2025-02-12
CLI-0593,Bruno Costa,bruno.costa593@outlook.com,+55 98956971357,ma,20/11/2023,"R$ 1.203,81",2023-12-02
CLI-0056,Ana Lima,ana.lima56@outlook.com,,RJ,2025-05-20,1904.17,2025-10-27
CLI-0236,Elisa Rocha,elisa.rocha236@gmail.com,98963498805,RJ,12/11/2023,"R$ 1.042,44",2024-02-13
CLI-0043,Ana Lima,ana.lima43@empresa.com.br,(98) 99686-2921,Maranhao,02/03/2024,"R$ 640,40",2024-07-17
CLI-0303,Elisa Rocha,elisa.rocha303@empresa.com.br,+55 98937364134,rj,2023-09-22,1785.21,2023-10-06
CLI-0110,Fabio Santos,fabio.santos110@empresa.com.br,+55 98923334421,,29/04/2023,"R$ 557,26",2023-05-29
CLI-0030,Bruno Costa,bruno.costa30@gmail.com,98965741853,,17/06/2025,1174.95,2025-12-07
CLI-0252,  GABI MELO  ,..gabi.melo..252@gmail.com,98926894338,,21/03/2024,1841.96,2024-04-13
CLI-0535,  BRUNO COSTA  ,..bruno.costa..535@gmail.com,(98) 94522-1659,PA,04/09/2023,2332.49,2023-11-28
CLI-0039,Carla Souza,carla.souza39@empresa.com.br,(98) 91491-1709,sp,2023-08-19,"R$ 290,43",2023-09-22
CLI-0459,Diego Alves,diego.alves459empresa.com.br,98928152504,RJ,14/02/2023,428.06,2023-07-03
CLI-0546,  CARLA SOUZA  ,..carla.souza..546@empresa.com.br,+55 98992812977,PA,25/06/2025,1716.20,2025-11-30
CLI-0528,Ana Lima,ana.lima528@outlook.com,(98) 98527-3034,sp,2025-07-26,1397.12,2026-01-13
CLI-0381,Bruno Costa,bruno.costa381@outlook.com,+55 98954049121,SP,16/01/2024,"R$ 705,97",2024-06-24
CLI-0598,Fabio Santos,fabio.santos598@outlook.com,(98) 92289-0314,Maranhao,03/07/2023,"R$ 474,52",2023-11-25
CLI-0678,Elisa Rocha,elisa.rocha678@gmail.com,98949494580,rj,2023-06-05,"R$ 682,28",2023-07-18
CLI-0053,Bruno Costa,bruno.costa53@outlook.com,,PA,2024-01-24,1518.27,2024-05-12
CLI-0612,Elisa Rocha,elisa.rocha612@gmail.com,98943291870,Maranhao,2023-01-13,"R$ 1.550,30",2023-02-05
CLI-0396,Elisa Rocha,elisa.rocha396@outlook.com,(98) 98945-0224,ma,2024-03-13,"R$ 1.452,07",2024-04-22
CLI-0368,Diego Alves,diego.alves368@outlook.com,+55 98956944230,SP,13/11/2025,980.12,2026-03-12
CLI-0286,  DIEGO ALVES  ,..diego.alves..286@gmail.com,+55 98923691084,PA,2025-07-26,"R$ 329,98",2026-01-20
CLI-0719,Diego Alves,diego.alves719@empresa.com.br,(98) 91314-4935,sp,2023-07-27,2451.46,2023-12-17
CLI-0695,Elisa Rocha,elisa.rocha695empresa.com.br,+55 98929022823,rj,2024-12-19,2378.02,2025-01-02
CLI-0624,  BRUNO COSTA  ,..bruno.costa..624@gmail.com,,SP,2024-10-12,"R$ 1.890,84",2025-02-11
CLI-0629,Gabi Melo,gabi.melo629@gmail.com,+55 98996051860,,2023-03-14,690.83,2023-05-04
CLI-0013,Elisa Rocha,elisa.rocha13@outlook.com,+55 98978601548,rj,08/06/2023,1221.29,2023-09-15
CLI-0522,Elisa Rocha,elisa.rocha522@outlook.com,+55 98944682368,sp,24/07/2023,"R$ 839,60",2023-07-27
CLI-0061,Diego Alves,diego.alves61@outlook.com,(98) 97597-4047,Maranhao,2025-04-08,2344.40,2025-07-12
CLI-0493,Ana Lima,ana.lima493@gmail.com,+55 98933502322,,2024-05-21,1334.76,2024-10-28
CLI-0352,  GABI MELO  ,..gabi.melo..352@gmail.com,(98) 92168-2673,RJ,05/04/2024,1100.53,2024-10-01
CLI-0074,Ana Lima,ana.lima74@outlook.com,98979145354,pa,10/04/2025,"R$ 1.025,09",2025-05-28
CLI-0650,Carla Souza,carla.souza650@outlook.com,98949641356,SP,03/12/2023,980.23,2024-05-02
CLI-0168,Diego Alves,diego.alves168@gmail.com,+55 98949461353,Maranhao,2024-05-06,"R$ 1.559,72",2024-10-03
CLI-0716,Gabi Melo,gabi.melo716@gmail.com,+55 98953546010,RJ,01/09/2024,1520.67,2024-12-12
CLI-0331,Carla Souza,carla.souza331@empresa.com.br,+55 98924573933,PA,2023-01-07,321.19,2023-03-27
CLI-0176,Bruno Costa,bruno.costa176@empresa.com.br,98988098959,sp,2023-11-01,"R$ 415,98",2023-12-01
CLI-0035,Ana Lima,ana.lima35@outlook.com,+55 98993400090,rj,2023-06-07,"R$ 1.931,77",2023-08-02
CLI-0115,  ELISA ROCHA  ,..elisa.rocha..115@empresa.com.br,98982609259,Maranhao,31/10/2025,"R$ 947,00",2026-02-21
CLI-0559,  GABI MELO  ,..gabi.melo..559@empresa.com.br,(98) 98282-1205,ma,28/05/2023,2036.76,2023-09-04
CLI-0691,Gabi Melo,gabi.melo691@outlook.com,98918240749,,27/07/2025,"R$ 2.072,47",2025-12-24
CLI-0214,Fabio Santos,fabio.santos214@gmail.com,+55 98933752934,SP,2025-04-29,1053.78,2025-09-25
CLI-0313,  CARLA SOUZA  ,..carla.souza..313@outlook.com,+55 98963018070,rj,2023-04-28,"R$ 1.601,80",2023-10-04
CLI-0554,Elisa Rocha,elisa.rocha554@gmail.com,98930050438,PA,30/12/2024,277.35,2025-01-14
CLI-0196,Bruno Costa,bruno.costa196@gmail.com,98902175990,RJ,01/03/2023,"R$ 1.205,29",2023-05-01
CLI-0322,Bruno Costa,bruno.costa322@gmail.com,,pa,05/02/2025,1726.61,2025-07-04
CLI-0470,Elisa Rocha,elisa.rocha470@empresa.com.br,98902294581,Maranhao,2023-05-01,2254.35,2023-06-04
CLI-0221,  CARLA SOUZA  ,..carla.souza..221@empresa.com.br,98970001882,SP,2024-12-20,"R$ 673,09",2025-02-01
CLI-0163,Fabio Santos,fabio.santos163@empresa.com.br,+55 98981022187,ma,06/10/2023,1161.65,2024-02-29
CLI-0052,Ana Lima,ana.lima52@outlook.com,,,2024-11-10,149.10,2024-11-23
CLI-0162,Carla Souza,carla.souza162@gmail.com,+55 98937962607,ma,28/06/2023,"R$ 64,05",2023-12-19
CLI-0295,Gabi Melo,gabi.melo295@empresa.com.br,(98) 94824-2665,SP,2025-08-27,"R$ 238,67",2025-12-10
CLI-0028,Gabi Melo,gabi.melo28@outlook.com,(98) 90691-1502,PA,2025-08-18,1912.82,2025-10-11
CLI-0443,Bruno Costa,bruno.costa443@outlook.com,98907592575,MA,2023-09-11,"R$ 1.460,64",2023-11-22
CLI-0178,Bruno Costa,bruno.costa178@gmail.com,(98) 98456-9597,ma,31/10/2025,"R$ 1.423,49",2026-04-20
CLI-0690,Bruno Costa,bruno.costa690@gmail.com,+55 98939259217,,10/03/2025,"R$ 482,20",2025-04-08
CLI-0257,Ana Lima,ana.lima257@outlook.com,(98) 90877-8154,SP,04/09/2023,"R$ 2.371,69",2024-01-30
CLI-0347,Ana Lima,ana.lima347gmail.com,(98) 95129-8499,sp,2023-05-08,322.35,2023-10-09
CLI-0383,Elisa Rocha,elisa.rocha383outlook.com,(98) 95672-8089,sp,17/04/2025,1642.29,2025-07-03
CLI-0219,Ana Lima,ana.lima219@outlook.com,98976487900,pa,2024-01-30,"R$ 2.223,78",2024-05-10
CLI-0492,Diego Alves,diego.alves492@outlook.com,98970709809,Maranhao,2024-11-15,984.18,2025-02-20
CLI-0363,Diego Alves,diego.alves363@gmail.com,+55 98931735175,rj,05/02/2023,"R$ 2.239,85",2023-05-09
CLI-0122,Ana Lima,ana.lima122@gmail.com,(98) 92968-8643,RJ,17/10/2023,2367.89,2024-03-10
CLI-0101,Elisa Rocha,elisa.rocha101@empresa.com.br,(98) 95260-5031,MA,2025-01-16,"R$ 2.137,92",2025-05-08
CLI-0468,Bruno Costa,bruno.costa468@outlook.com,98934637564,ma,2025-06-28,2588.56,2025-07-13
CLI-0045,Elisa Rocha,elisa.rocha45@empresa.com.br,+55 98929840168,rj,01/09/2023,"R$ 2.498,64",2023-10-13
CLI-0552,Gabi Melo,gabi.melo552@empresa.com.br,98998044781,pa,2023-06-10,"R$ 1.701,07",2023-09-14
CLI-0312,Bruno Costa,bruno.costa312@empresa.com.br,(98) 98339-6927,RJ,08/05/2023,447.26,2023-07-22
CLI-0231,Elisa Rocha,elisa.rocha231@gmail.com,98991406744,,2025-08-27,"R$ 435,24",2026-02-12
CLI-0309,Diego Alves,diego.alves309@empresa.com.br,98951420790,RJ,2023-05-30,"R$ 909,53",2023-09-15
CLI-0248,Fabio Santos,fabio.santos248@outlook.com,+55 98964518127,PA,01/04/2023,"R$ 1.641,91",2023-04-01
CLI-0025,  FABIO SANTOS  ,..fabio.santos..25@gmail.com,+55 98997713497,rj,21/08/2024,"R$ 2.014,64",2025-01-06
CLI-0612,Carla Souza,carla.souza612@gmail.com,(98) 90884-6421,Maranhao,2024-03-20,1004.98,2024-08-21
CLI-0494,  BRUNO COSTA  ,..bruno.costa..494@empresa.com.br,+55 98926500211,RJ,21/10/2023,"R$ 2.326,37",2023-12-01
CLI-0018,Bruno Costa,bruno.costa18@gmail.com,98911862422,MA,2024-07-18,"R$ 285,78",2024-10-14
CLI-0422,Ana Lima,ana.lima422@empresa.com.br,+55 98949650643,sp,2025-01-27,549.17,2025-04-04
CLI-0248,Gabi Melo,gabi.melo248@empresa.com.br,+55 98950130991,rj,14/09/2025,"R$ 1.255,68",2025-12-05
CLI-0280,Carla Souza,carla.souza280@outlook.com,(98) 91775-3241,SP,2025-12-05,"R$ 1.978,37",2026-01-04
CLI-0156,Ana Lima,ana.lima156@empresa.com.br,98988388722,,20/09/2023,"R$ 1.247,38",2023-09-22
CLI-0060,Carla Souza,carla.souza60@outlook.com,+55 98940493889,rj,25/11/2025,2363.74,2026-04-18
CLI-0484,Elisa Rocha,elisa.rocha484@outlook.com,(98) 95350-9113,MA,22/12/2025,"R$ 311,76",2026-04-16
CLI-0300,Fabio Santos,fabio.santos300@empresa.com.br,(98) 95909-9603,RJ,11/04/2024,1179.83,2024-05-30
CLI-0216,Fabio Santos,fabio.santos216@gmail.com,(98) 94829-3892,,25/10/2023,"R$ 241,66",2023-11-28
CLI-0440,Elisa Rocha,elisa.rocha440empresa.com.br,+55 98931704588,,2024-06-30,"R$ 2.020,45",2024-06-30
CLI-0296,Elisa Rocha,elisa.rocha296@gmail.com,98922978893,sp,2023-03-25,175.41,2023-04-27
CLI-0511,Bruno Costa,bruno.costa511@empresa.com.br,98969031902,PA,2023-12-14,437.28,2024-01-06
CLI-0700,Diego Alves,diego.alves700@empresa.com.br,98958445828,pa,2023-01-25,"R$ 2.374,35",2023-06-23
CLI-0079,Diego Alves,diego.alves79@empresa.com.br,(98) 97206-4589,,03/09/2024,"R$ 1.380,73",2024-10-17
CLI-0081,Elisa Rocha,elisa.rocha81@empresa.com.br,(98) 98324-0814,RJ,2024-08-04,370.52,2024-10-27
CLI-0697,Ana Lima,ana.lima697@outlook.com,98925164232,MA,2024-03-24,2124.82,2024-06-13
CLI-0328,Carla Souza,carla.souza328@gmail.com,98952349386,PA,2025-05-20,"R$ 938,00",2025-09-03
CLI-0707,Gabi Melo,gabi.melo707@empresa.com.br,98962736577,pa,2023-06-29,"R$ 1.269,80",2023-07-15
CLI-0050,Carla Souza,carla.souza50@outlook.com,(98) 92313-5921,Maranhao,2024-05-07,"R$ 1.211,15",2024-06-07
CLI-0161,Bruno Costa,bruno.costa161@gmail.com,+55 98969606872,pa,26/04/2025,155.29,2025-09-19
CLI-0086,Diego Alves,diego.alves86@gmail.com,+55 98911634780,rj,22/08/2024,"R$ 147,12",2024-10-30
CLI-0006,Fabio Santos,fabio.santos6@gmail.com,+55 98982592549,SP,20/04/2025,439.15,2025-08-30
CLI-0688,Diego Alves,diego.alves688@empresa.com.br,(98) 93483-3528,rj,05/04/2025,"R$ 926,26",2025-05-03
CLI-0505,Fabio Santos,fabio.santos505@gmail.com,+55 98982208202,RJ,2023-09-13,"R$ 1.822,48",2024-02-22
CLI-0009,Diego Alves,diego.alves9@empresa.com.br,+55 98961734188,rj,18/06/2024,"R$ 585,55",2024-08-07
CLI-0002,Fabio Santos,fabio.santos2@empresa.com.br,(98) 97844-9441,SP,04/10/2024,"R$ 2.441,92",2024-11-02
CLI-0617,  ELISA ROCHA  ,..elisa.rocha..617@outlook.com,98951630269,PA,2025-09-13,"R$ 2.366,81",2026-01-28
CLI-0232,Gabi Melo,gabi.melo232@gmail.com,+55 98955456301,Maranhao,15/01/2025,1749.33,2025-04-15
CLI-0178,Elisa Rocha,elisa.rocha178empresa.com.br,(98) 99251-9938,MA,13/12/2025,"R$ 725,66",2026-05-25
CLI-0707,Carla Souza,carla.souza707@gmail.com,98962193003,RJ,24/09/2025,"R$ 1.642,56",2026-02-14
CLI-0445,Elisa Rocha,elisa.rocha445@empresa.com.br,98979746501,PA,2023-04-27,"R$ 433,13",2023-10-21
CLI-0044,Elisa Rocha,elisa.rocha44@outlook.com,,MA,2024-03-31,1307.05,2024-05-25
CLI-0578,Gabi Melo,gabi.melo578@gmail.com,+55 98985530672,PA,26/06/2025,"R$ 1.643,06",2025-09-19
CLI-0720,Diego Alves,diego.alves720@gmail.com,+55 98939185204,ma,2025-03-05,2365.15,2025-06-06
CLI-0494,  GABI MELO  ,..gabi.melo..494@empresa.com.br,98918193831,rj,2024-12-06,"R$ 2.181,72",2025-03-17
CLI-0688,Gabi Melo,gabi.melo688@empresa.com.br,+55 98948050983,pa,2024-07-17,"R$ 468,12",2024-08-17
CLI-0329,  GABI MELO  ,..gabi.melo..329@outlook.com,(98) 98787-4373,Maranhao,2024-07-13,"R$ 1.348,83",2024-07-14
CLI-0422,Diego Alves,diego.alves422@empresa.com.br,(98) 90177-4988,pa,08/10/2024,"R$ 1.911,03",2024-12-29
CLI-0289,Carla Souza,carla.souza289@gmail.com,+55 98977414109,RJ,2025-12-22,"R$ 1.194,45",2026-05-18
CLI-0585,Carla Souza,carla.souza585@empresa.com.br,(98) 91258-1586,Maranhao,2023-03-09,2036.46,2023-08-21
CLI-0487,Diego Alves,diego.alves487@outlook.com,+55 98904534112,MA,2025-12-01,"R$ 713,08",2026-05-17
CLI-0177,Bruno Costa,bruno.costa177@outlook.com,98973456407,MA,28/05/2023,639.27,2023-10-18
CLI-0108,Carla Souza,carla.souza108@gmail.com,(98) 97091-3078,pa,2024-01-17,"R$ 142,79",2024-03-21
CLI-0215,Diego Alves,diego.alves215@gmail.com,(98) 97392-8743,SP,06/05/2025,"R$ 1.883,52",2025-10-05
CLI-0689,Fabio Santos,fabio.santos689outlook.com,(98) 96000-9457,sp,14/09/2025,"R$ 2.493,62",2025-11-04
CLI-0170,Ana Lima,ana.lima170@outlook.com,+55 98976480068,rj,2025-03-02,1252.10,2025-06-30
CLI-0682,  ANA LIMA  ,..ana.lima..682@outlook.com,+55 98932863017,ma,2024-07-08,1350.04,2024-10-15
CLI-0540,Gabi Melo,gabi.melo540@outlook.com,+55 98902896831,Maranhao,23/11/2025,"R$ 1.712,51",2026-03-31
CLI-0676,Carla Souza,carla.souza676@gmail.com,(98) 93703-7350,ma,2025-12-14,"R$ 313,28",2026-02-18
CLI-0228,  FABIO SANTOS  ,..fabio.santos..228@outlook.com,+55 98913547145,RJ,2024-05-19,"R$ 2.298,09",2024-05-19
CLI-0635,Ana Lima,ana.lima635@gmail.com,98903634160,ma,2024-09-20,"R$ 1.641,77",2025-02-11
CLI-0257,Bruno Costa,bruno.costa257gmail.com,(98) 96277-6806,RJ,2025-12-16,"R$ 1.975,20",2026-01-28
CLI-0268,Fabio Santos,fabio.santos268@outlook.com,(98) 93046-3929,PA,18/04/2024,"R$ 1.657,69",2024-05-02
CLI-0468,Bruno Costa,bruno.costa468@outlook.com,98945481624,pa,2023-09-16,1542.43,2023-12-11
CLI-0255,Gabi Melo,gabi.melo255@gmail.com,+55 98918098635,PA,13/04/2024,"R$ 2.419,09",2024-08-02
CLI-0360,Gabi Melo,gabi.melo360@gmail.com,98966923942,SP,2024-06-19,"R$ 796,97",2024-09-06
CLI-0327,Gabi Melo,gabi.melo327gmail.com,(98) 94850-1619,ma,04/12/2023,"R$ 331,01",2024-01-13
CLI-0352,Bruno Costa,bruno.costa352gmail.com,98920092845,MA,19/04/2024,1051.89,2024-09-17
CLI-0526,Bruno Costa,bruno.costa526@outlook.com,+55 98953753471,pa,2025-10-04,767.05,2026-01-21
CLI-0555,  GABI MELO  ,..gabi.melo..555@gmail.com,(98) 90075-4473,Maranhao,05/11/2024,2200.16,2025-04-16
CLI-0266,Carla Souza,carla.souza266@empresa.com.br,98957842719,SP,2025-12-18,1576.06,2026-03-01
CLI-0184,Diego Alves,diego.alves184@outlook.com,98962318793,MA,2025-01-13,"R$ 1.113,54",2025-05-31
CLI-0679,Fabio Santos,fabio.santos679@empresa.com.br,(98) 94450-4696,MA,29/03/2023,1156.28,2023-09-21
CLI-0594,Bruno Costa,bruno.costa594outlook.com,(98) 94196-0577,rj,2023-11-29,1384.10,2024-03-14
CLI-0244,Gabi Melo,gabi.melo244@gmail.com,98958872023,ma,18/05/2023,1733.83,2023-09-24
CLI-0462,Gabi Melo,gabi.melo462@gmail.com,98973563471,PA,25/12/2023,439.67,2024-04-08
CLI-0484,Elisa Rocha,elisa.rocha484@empresa.com.br,+55 98956860910,SP,2024-06-09,2144.33,2024-12-02
CLI-0550,Gabi Melo,gabi.melo550@empresa.com.br,(98) 93097-6477,PA,2025-04-20,"R$ 1.063,78",2025-10-02
CLI-0081,Gabi Melo,gabi.melo81@gmail.com,+55 98915772938,RJ,2024-02-05,"R$ 429,12",2024-03-08
CLI-0106,  FABIO SANTOS  ,..fabio.santos..106@gmail.com,(98) 92170-0322,pa,2023-05-02,1364.45,2023-06-18
CLI-0170,Fabio Santos,fabio.santos170empresa.com.br,+55 98929789539,SP,18/11/2025,"R$ 501,17",2026-01-19
CLI-0588,Fabio Santos,fabio.santos588@outlook.com,98950414908,,06/09/2024,1368.31,2024-09-19
CLI-0190,Gabi Melo,gabi.melo190outlook.com,,rj,11/11/2024,"R$ 882,26",2025-02-04
CLI-0307,Elisa Rocha,elisa.rocha307@gmail.com,(98) 94807-9520,,2023-01-07,"R$ 68,75",2023-06-29
CLI-0559,Bruno Costa,bruno.costa559@empresa.com.br,(98) 97522-5416,PA,14/07/2023,"R$ 1.750,48",2023-08-01
CLI-0502,Carla Souza,carla.souza502outlook.com,(98) 95541-8945,RJ,2023-08-07,722.69,2023-08-23
CLI-0504,  ANA LIMA  ,..ana.lima..504empresa.com.br,98934209787,MA,05/04/2024,"R$ 1.621,11",2024-08-22
CLI-0075,Diego Alves,diego.alves75@outlook.com,+55 98991344409,SP,22/07/2024,730.15,2024-09-17
CLI-0291,Bruno Costa,bruno.costa291outlook.com,+55 98922833266,SP,07/07/2023,1525.64,2023-09-15
CLI-0257,Fabio Santos,fabio.santos257empresa.com.br,,PA,2023-01-05,1457.24,2023-07-01
CLI-0666,Gabi Melo,gabi.melo666@empresa.com.br,+55 98954125306,MA,2023-10-07,2595.07,2024-03-22
CLI-0096,Bruno Costa,bruno.costa96@outlook.com,(98) 91226-6247,rj,30/11/2023,"R$ 1.644,96",2024-02-20
CLI-0064,Diego Alves,diego.alves64@outlook.com,(98) 90130-0109,Maranhao,27/04/2024,1739.99,2024-10-18
CLI-0202,Carla Souza,carla.souza202@gmail.com,+55 98987163926,,2025-06-27,380.17,2025-07-21
CLI-0191,Gabi Melo,gabi.melo191@outlook.com,98903869390,pa,2023-03-03,1233.06,2023-04-24
CLI-0371,Gabi Melo,gabi.melo371@empresa.com.br,(98) 98221-3215,,28/02/2025,"R$ 542,52",2025-03-02
CLI-0012,Gabi Melo,gabi.melo12@gmail.com,+55 98969377688,ma,01/08/2024,1857.99,2024-08-18
CLI-0567,Ana Lima,ana.lima567@outlook.com,(98) 96066-2244,Maranhao,25/10/2025,"R$ 1.866,27",2025-11-29
CLI-0678,  ELISA ROCHA  ,..elisa.rocha..678@empresa.com.br,(98) 97654-2142,,2024-07-20,425.16,2024-08-30
CLI-0377,Gabi Melo,gabi.melo377empresa.com.br,+55 98912520355,PA,2025-10-22,"R$ 1.505,64",2025-12-01
CLI-0391,Gabi Melo,gabi.melo391@gmail.com,98997457664,RJ,16/04/2025,"R$ 279,27",2025-06-08
CLI-0169,Bruno Costa,bruno.costa169@gmail.com,98940360045,sp,03/03/2023,2180.84,2023-04-21
CLI-0545,Ana Lima,ana.lima545@empresa.com.br,98978519105,MA,2023-02-12,804.07,2023-04-05
CLI-0503,Gabi Melo,gabi.melo503@gmail.com,,rj,2024-02-20,"R$ 1.642,17",2024-04-15
CLI-0533,Elisa Rocha,elisa.rocha533@outlook.com,(98) 92081-6866,sp,2024-04-04,"R$ 352,41",2024-05-16
CLI-0031,  DIEGO ALVES  ,..diego.alves..31@gmail.com,(98) 95429-6358,MA,2025-05-21,407.28,2025-10-20
CLI-0547,Diego Alves,diego.alves547gmail.com,(98) 95548-1066,rj,2024-04-06,"R$ 189,23",2024-09-08
CLI-0350,Ana Lima,ana.lima350@outlook.com,98982642561,SP,02/01/2023,"R$ 727,74",2023-04-04
CLI-0593,Carla Souza,carla.souza593@gmail.com,+55 98999488514,rj,2025-07-13,"R$ 803,57",2025-11-25
CLI-0267,Fabio Santos,fabio.santos267@outlook.com,98923586302,sp,21/03/2023,"R$ 592,26",2023-07-08
CLI-0300,Diego Alves,diego.alves300@empresa.com.br,+55 98906901783,RJ,21/04/2024,911.30,2024-10-08
CLI-0616,Gabi Melo,gabi.melo616@outlook.com,(98) 99510-5926,rj,03/04/2025,"R$ 1.392,25",2025-07-04
CLI-0525,Bruno Costa,bruno.costa525@empresa.com.br,+55 98965144337,MA,07/12/2025,408.93,2026-04-15
CLI-0484,Fabio Santos,fabio.santos484@outlook.com,+55 98969139165,Maranhao,30/08/2025,728.66,2026-01-17
CLI-0378,  ELISA ROCHA  ,..elisa.rocha..378@empresa.com.br,98976039354,Maranhao,2023-08-12,"R$ 617,57",2024-01-13
CLI-0690,Bruno Costa,bruno.costa690@outlook.com,98964987740,rj,18/04/2024,849.82,2024-09-07
CLI-0675,  ELISA ROCHA  ,..elisa.rocha..675@gmail.com,+55 98908314661,pa,29/04/2023,"R$ 670,85",2023-09-23
CLI-0057,Elisa Rocha,elisa.rocha57@gmail.com,98977497621,RJ,04/12/2025,"R$ 1.122,08",2026-01-29
CLI-0412,Bruno Costa,bruno.costa412@gmail.com,(98) 95317-8567,PA,21/04/2025,"R$ 1.144,50",2025-05-27
CLI-0243,Fabio Santos,fabio.santos243@outlook.com,+55 98904594113,Maranhao,2023-02-11,"R$ 1.857,00",2023-03-15
CLI-0090,Carla Souza,carla.souza90@gmail.com,98983082621,,2023-01-08,"R$ 312,19",2023-05-06
CLI-0380,Diego Alves,diego.alves380@outlook.com,98990261739,PA,2023-05-05,"R$ 2.427,85",2023-08-01
CLI-0053,Diego Alves,diego.alves53@empresa.com.br,,sp,2025-03-29,"R$ 300,74",2025-05-09
CLI-0642,Elisa Rocha,elisa.rocha642@empresa.com.br,(98) 95301-5179,sp,2025-01-20,1407.21,2025-07-08
CLI-0040,Ana Lima,ana.lima40@outlook.com,+55 98963578025,ma,19/08/2024,"R$ 1.189,89",2025-01-31
CLI-0286,Ana Lima,ana.lima286@gmail.com,+55 98908083425,MA,2024-01-03,80.91,2024-03-07
CLI-0148,  DIEGO ALVES  ,..diego.alves..148@empresa.com.br,+55 98981373507,ma,16/05/2025,"R$ 2.300,20",2025-10-09
CLI-0658,Diego Alves,diego.alves658@empresa.com.br,(98) 99833-0756,PA,14/12/2025,"R$ 753,81",2026-04-09
